127.0.0.1 - - [24/Oct/2019:13:05:12 +0800] "GET / HTTP/1.1" 404 1074
127.0.0.1 - - [24/Oct/2019:13:05:14 +0800] "GET /tommystore/ HTTP/1.1" 200 15057
127.0.0.1 - - [24/Oct/2019:13:05:14 +0800] "GET /tommystore/resources/bootstrap.min.js;jsessionid=E21BB559028C3DA83B528FB1E5A1A904 HTTP/1.1" 200 48944
127.0.0.1 - - [24/Oct/2019:13:05:14 +0800] "GET /tommystore/javascript/common.js;jsessionid=E21BB559028C3DA83B528FB1E5A1A904 HTTP/1.1" 200 236
127.0.0.1 - - [24/Oct/2019:13:05:14 +0800] "GET /tommystore/resources/dashboard.css;jsessionid=E21BB559028C3DA83B528FB1E5A1A904 HTTP/1.1" 200 1539
127.0.0.1 - - [24/Oct/2019:13:05:14 +0800] "GET /tommystore/resources/popper.min.js;jsessionid=E21BB559028C3DA83B528FB1E5A1A904 HTTP/1.1" 200 19188
127.0.0.1 - - [24/Oct/2019:13:05:14 +0800] "GET /resources/jquery-3.2.1.slim.min.js HTTP/1.1" 404 1112
127.0.0.1 - - [24/Oct/2019:13:05:14 +0800] "GET /tommystore/resources/feather.min.js;jsessionid=E21BB559028C3DA83B528FB1E5A1A904 HTTP/1.1" 200 72443
127.0.0.1 - - [24/Oct/2019:13:05:14 +0800] "GET /tommystore/resources/bootstrap.min.css;jsessionid=E21BB559028C3DA83B528FB1E5A1A904 HTTP/1.1" 200 144877
127.0.0.1 - - [24/Oct/2019:13:05:14 +0800] "GET /tommystore/javascript/templates/template.js;jsessionid=E21BB559028C3DA83B528FB1E5A1A904 HTTP/1.1" 200 9173
127.0.0.1 - - [24/Oct/2019:13:05:14 +0800] "GET /tommystore/javascript/search/search-product.js;jsessionid=E21BB559028C3DA83B528FB1E5A1A904 HTTP/1.1" 200 737
127.0.0.1 - - [24/Oct/2019:13:05:14 +0800] "GET /tommystore/javascript/product/product-list.js;jsessionid=E21BB559028C3DA83B528FB1E5A1A904 HTTP/1.1" 200 486
127.0.0.1 - - [24/Oct/2019:13:05:14 +0800] "GET /tommystore/javascript/cart/add-to-cart-modal.js;jsessionid=E21BB559028C3DA83B528FB1E5A1A904 HTTP/1.1" 200 1607
127.0.0.1 - - [24/Oct/2019:13:05:14 +0800] "GET /tommystore/javascript/lib/underscore.js;jsessionid=E21BB559028C3DA83B528FB1E5A1A904 HTTP/1.1" 200 58318
127.0.0.1 - - [24/Oct/2019:13:05:16 +0800] "GET /tommystore/ajax/productlist HTTP/1.1" 200 1401
127.0.0.1 - - [24/Oct/2019:13:05:16 +0800] "GET /tommystore/images/toyota-fortuner-2048x1469.jpg HTTP/1.1" 304 -
127.0.0.1 - - [24/Oct/2019:13:05:16 +0800] "GET /tommystore/images/ford-everest-2048x1469.jpg HTTP/1.1" 304 -
127.0.0.1 - - [24/Oct/2019:13:05:16 +0800] "GET /tommystore/images/mitsubishi-montero-sport-2048x1469.jpg HTTP/1.1" 304 -
127.0.0.1 - - [24/Oct/2019:13:05:16 +0800] "GET /tommystore/images/jimny.jpg HTTP/1.1" 304 -
127.0.0.1 - - [24/Oct/2019:13:05:16 +0800] "GET /tommystore/images/no-image.jpg HTTP/1.1" 304 -
127.0.0.1 - - [24/Oct/2019:13:05:16 +0800] "GET /tommystore/images/nissan-terra-2048x1469.jpg HTTP/1.1" 304 -
127.0.0.1 - - [24/Oct/2019:13:05:16 +0800] "GET /tommystore/images/chevrolet-trailblazer-2048x1469.jpg HTTP/1.1" 304 -
127.0.0.1 - - [24/Oct/2019:13:05:16 +0800] "GET /tommystore/images/mux.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Oct/2019:13:15:45 +0800] "GET /tommystore/ HTTP/1.1" 200 15057
