127.0.0.1 - - [28/Oct/2019:13:23:42 +0800] "GET / HTTP/1.1" 404 1074
127.0.0.1 - - [28/Oct/2019:13:23:43 +0800] "GET /tommystore/ HTTP/1.1" 200 13492
127.0.0.1 - - [28/Oct/2019:13:23:43 +0800] "GET /tommystore/resources/feather.min.js;jsessionid=3BD6B2406A043841EA6FAFE686851E72 HTTP/1.1" 200 72443
127.0.0.1 - - [28/Oct/2019:13:23:43 +0800] "GET /tommystore/resources/bootstrap.min.js;jsessionid=3BD6B2406A043841EA6FAFE686851E72 HTTP/1.1" 200 48944
127.0.0.1 - - [28/Oct/2019:13:23:43 +0800] "GET /tommystore/resources/bootstrap.min.css;jsessionid=3BD6B2406A043841EA6FAFE686851E72 HTTP/1.1" 200 144877
127.0.0.1 - - [28/Oct/2019:13:23:43 +0800] "GET /tommystore/resources/popper.min.js;jsessionid=3BD6B2406A043841EA6FAFE686851E72 HTTP/1.1" 200 19188
127.0.0.1 - - [28/Oct/2019:13:23:43 +0800] "GET /tommystore/javascript/common.js;jsessionid=3BD6B2406A043841EA6FAFE686851E72 HTTP/1.1" 200 368
127.0.0.1 - - [28/Oct/2019:13:23:43 +0800] "GET /tommystore/resources/dashboard.css;jsessionid=3BD6B2406A043841EA6FAFE686851E72 HTTP/1.1" 200 1539
127.0.0.1 - - [28/Oct/2019:13:23:43 +0800] "GET /tommystore/javascript/cart/add-to-cart-modal.js;jsessionid=3BD6B2406A043841EA6FAFE686851E72 HTTP/1.1" 200 1587
127.0.0.1 - - [28/Oct/2019:13:23:43 +0800] "GET /tommystore/javascript/search/search-product.js;jsessionid=3BD6B2406A043841EA6FAFE686851E72 HTTP/1.1" 200 754
127.0.0.1 - - [28/Oct/2019:13:23:43 +0800] "GET /tommystore/javascript/lib/underscore.js;jsessionid=3BD6B2406A043841EA6FAFE686851E72 HTTP/1.1" 200 58318
