127.0.0.1 - - [15/Oct/2019:11:44:15 +0800] "GET / HTTP/1.1" 404 1074
127.0.0.1 - - [15/Oct/2019:11:44:18 +0800] "GET /tommystore/ HTTP/1.1" 200 14633
127.0.0.1 - - [15/Oct/2019:11:44:18 +0800] "GET /resources/jquery-3.2.1.slim.min.js HTTP/1.1" 404 1112
127.0.0.1 - - [15/Oct/2019:11:44:18 +0800] "GET /tommystore/resources/bootstrap.min.js;jsessionid=969B549A2783F187B948CA37D4AC841D HTTP/1.1" 200 48944
127.0.0.1 - - [15/Oct/2019:11:44:18 +0800] "GET /tommystore/resources/dashboard.css;jsessionid=969B549A2783F187B948CA37D4AC841D HTTP/1.1" 200 1539
127.0.0.1 - - [15/Oct/2019:11:44:18 +0800] "GET /tommystore/resources/popper.min.js;jsessionid=969B549A2783F187B948CA37D4AC841D HTTP/1.1" 200 19188
127.0.0.1 - - [15/Oct/2019:11:44:18 +0800] "GET /tommystore/javascript/cart/add-to-cart-modal.js;jsessionid=969B549A2783F187B948CA37D4AC841D HTTP/1.1" 200 1353
127.0.0.1 - - [15/Oct/2019:11:44:18 +0800] "GET /tommystore/javascript/search/search-product.js;jsessionid=969B549A2783F187B948CA37D4AC841D HTTP/1.1" 200 581
127.0.0.1 - - [15/Oct/2019:11:44:18 +0800] "GET /tommystore/javascript/lib/underscore.js;jsessionid=969B549A2783F187B948CA37D4AC841D HTTP/1.1" 200 58318
127.0.0.1 - - [15/Oct/2019:11:44:18 +0800] "GET /tommystore/resources/feather.min.js;jsessionid=969B549A2783F187B948CA37D4AC841D HTTP/1.1" 200 72443
127.0.0.1 - - [15/Oct/2019:11:44:18 +0800] "GET /tommystore/resources/bootstrap.min.css;jsessionid=969B549A2783F187B948CA37D4AC841D HTTP/1.1" 200 144877
127.0.0.1 - - [15/Oct/2019:11:44:18 +0800] "GET /tommystore/javascript/product/product-list.js;jsessionid=969B549A2783F187B948CA37D4AC841D HTTP/1.1" 200 365
127.0.0.1 - - [15/Oct/2019:11:44:18 +0800] "GET /tommystore/javascript/templates/template.js;jsessionid=969B549A2783F187B948CA37D4AC841D HTTP/1.1" 200 7379
127.0.0.1 - - [15/Oct/2019:11:44:19 +0800] "GET /tommystore/ajax/productlist HTTP/1.1" 200 3359
127.0.0.1 - - [15/Oct/2019:11:44:19 +0800] "GET /tommystore/images/Mahindra.jpg HTTP/1.1" 304 -
