127.0.0.1 - - [21/Oct/2019:12:58:55 +0800] "GET / HTTP/1.1" 404 1074
127.0.0.1 - - [21/Oct/2019:12:58:57 +0800] "GET /tommystore/ HTTP/1.1" 200 14994
127.0.0.1 - - [21/Oct/2019:12:58:57 +0800] "GET /resources/jquery-3.2.1.slim.min.js HTTP/1.1" 404 1112
127.0.0.1 - - [21/Oct/2019:12:58:57 +0800] "GET /tommystore/javascript/cart/add-to-cart-modal.js;jsessionid=9B097F5B06AC6AB98CB4F00AF61AF04C HTTP/1.1" 200 1640
127.0.0.1 - - [21/Oct/2019:12:58:57 +0800] "GET /tommystore/resources/bootstrap.min.css;jsessionid=9B097F5B06AC6AB98CB4F00AF61AF04C HTTP/1.1" 200 144877
127.0.0.1 - - [21/Oct/2019:12:58:57 +0800] "GET /tommystore/resources/feather.min.js;jsessionid=9B097F5B06AC6AB98CB4F00AF61AF04C HTTP/1.1" 200 72443
127.0.0.1 - - [21/Oct/2019:12:58:57 +0800] "GET /tommystore/javascript/lib/underscore.js;jsessionid=9B097F5B06AC6AB98CB4F00AF61AF04C HTTP/1.1" 200 58318
127.0.0.1 - - [21/Oct/2019:12:58:57 +0800] "GET /tommystore/javascript/search/search-product.js;jsessionid=9B097F5B06AC6AB98CB4F00AF61AF04C HTTP/1.1" 200 581
127.0.0.1 - - [21/Oct/2019:12:58:57 +0800] "GET /tommystore/javascript/product/product-list.js;jsessionid=9B097F5B06AC6AB98CB4F00AF61AF04C HTTP/1.1" 200 365
127.0.0.1 - - [21/Oct/2019:12:58:57 +0800] "GET /tommystore/javascript/templates/template.js;jsessionid=9B097F5B06AC6AB98CB4F00AF61AF04C HTTP/1.1" 200 9057
127.0.0.1 - - [21/Oct/2019:12:58:57 +0800] "GET /tommystore/resources/dashboard.css;jsessionid=9B097F5B06AC6AB98CB4F00AF61AF04C HTTP/1.1" 200 1539
127.0.0.1 - - [21/Oct/2019:12:58:57 +0800] "GET /tommystore/resources/bootstrap.min.js;jsessionid=9B097F5B06AC6AB98CB4F00AF61AF04C HTTP/1.1" 200 48944
127.0.0.1 - - [21/Oct/2019:12:58:57 +0800] "GET /tommystore/resources/popper.min.js;jsessionid=9B097F5B06AC6AB98CB4F00AF61AF04C HTTP/1.1" 200 19188
127.0.0.1 - - [21/Oct/2019:12:58:59 +0800] "GET /tommystore/ajax/productlist HTTP/1.1" 200 1039
127.0.0.1 - - [21/Oct/2019:12:58:59 +0800] "GET /tommystore/images/no-image.jpg HTTP/1.1" 304 -
127.0.0.1 - - [21/Oct/2019:12:58:59 +0800] "GET /tommystore/images/toyota-fortuner-2048x1469.jpg HTTP/1.1" 304 -
127.0.0.1 - - [21/Oct/2019:12:58:59 +0800] "GET /tommystore/images/Mahindra.jpg HTTP/1.1" 304 -
127.0.0.1 - - [21/Oct/2019:12:58:59 +0800] "GET /tommystore/images/chevrolet-trailblazer-2048x1469.jpg HTTP/1.1" 304 -
127.0.0.1 - - [21/Oct/2019:12:58:59 +0800] "GET /tommystore/images/jimny.jpg HTTP/1.1" 304 -
127.0.0.1 - - [21/Oct/2019:12:58:59 +0800] "GET /tommystore/images/ford-everest-2048x1469.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Oct/2019:12:59:03 +0800] "GET /tommystore/ HTTP/1.1" 200 14994
0:0:0:0:0:0:0:1 - - [21/Oct/2019:12:59:03 +0800] "GET /tommystore/resources/bootstrap.min.css;jsessionid=39D3BF13DEC9FD59E1B4767BA0BC3B58 HTTP/1.1" 200 144877
0:0:0:0:0:0:0:1 - - [21/Oct/2019:12:59:03 +0800] "GET /tommystore/resources/dashboard.css;jsessionid=39D3BF13DEC9FD59E1B4767BA0BC3B58 HTTP/1.1" 200 1539
0:0:0:0:0:0:0:1 - - [21/Oct/2019:12:59:03 +0800] "GET /resources/jquery-3.2.1.slim.min.js HTTP/1.1" 404 1112
0:0:0:0:0:0:0:1 - - [21/Oct/2019:12:59:03 +0800] "GET /tommystore/resources/feather.min.js;jsessionid=39D3BF13DEC9FD59E1B4767BA0BC3B58 HTTP/1.1" 200 72443
0:0:0:0:0:0:0:1 - - [21/Oct/2019:12:59:03 +0800] "GET /tommystore/resources/popper.min.js;jsessionid=39D3BF13DEC9FD59E1B4767BA0BC3B58 HTTP/1.1" 200 19188
